antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.015619368016340262,0.017301453802715368,0.012555568905442748,0.8038461538461538,46.461191239316236,1.0,0.012285331131280428,5.009835725711645,0.9940023488367068,0.6165191740412977,0.8003926566159112,0.7647702991452991,POPPY'S PLAYHOUSE BEDROOM ,POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE BEDROOM  → POPPY'S PLAYHOUSE KITCHEN
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})",0.017301453802715368,0.015619368016340262,0.012555568905442748,0.7256944444444444,46.461191239316236,1.0,0.012285331131280428,3.5886281267252405,0.9957037833499376,0.6165191740412977,0.7213419823155268,0.7647702991452991,POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE BEDROOM ,POPPY'S PLAYHOUSE KITCHEN → POPPY'S PLAYHOUSE BEDROOM 
frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'}),frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'}),0.015318995554487565,0.017481677279826986,0.010933557611438183,0.7137254901960783,40.827060171147494,1.0,0.010665755874903527,3.4320845519677268,0.9906827051296576,0.49999999999999994,0.7086318868727557,0.6695775217303416,PINK VINTAGE PAISLEY PICNIC BAG,SCANDINAVIAN PAISLEY PICNIC BAG,PINK VINTAGE PAISLEY PICNIC BAG → SCANDINAVIAN PAISLEY PICNIC BAG
frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'}),frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'}),0.017481677279826986,0.015318995554487565,0.010933557611438183,0.6254295532646048,40.827060171147494,1.0,0.010665755874903527,2.6288272687490286,0.9928633579810588,0.49999999999999994,0.619602241696212,0.6695775217303416,SCANDINAVIAN PAISLEY PICNIC BAG,PINK VINTAGE PAISLEY PICNIC BAG,SCANDINAVIAN PAISLEY PICNIC BAG → PINK VINTAGE PAISLEY PICNIC BAG
"frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN', 'WOODEN HEART CHRISTMAS SCANDINAVIAN'})",frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.010993632103808723,0.024089871440586327,0.01021266370299171,0.9289617486338798,38.5623373260837,1.0,0.009947828518945856,13.737811809720984,0.9848955411600345,0.4106280193236715,0.9272082036170861,0.6764509491299076,"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN TREE CHRISTMAS SCANDINAVIAN",WOODEN STAR CHRISTMAS SCANDINAVIAN,"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN"
frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),0.018803316111978854,0.01820257118827346,0.013036164844407064,0.6932907348242812,38.08751673889434,1.0,0.01269389614430316,3.2010687001882334,0.9924051868640599,0.543859649122807,0.6876043304096545,0.7047311759929986,PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING → BLUE HAPPY BIRTHDAY BUNTING
frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),0.01820257118827346,0.018803316111978854,0.013036164844407064,0.7161716171617161,38.08751673889433,1.0,0.01269389614430316,3.4570069211403522,0.9917979512360455,0.543859649122807,0.7107324275561089,0.7047311759929986,BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING → PINK HAPPY BIRTHDAY BUNTING
"frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN', 'WOODEN HEART CHRISTMAS SCANDINAVIAN'})",frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.018022347711161842,0.014898474107893788,0.01021266370299171,0.5666666666666667,38.035215053763444,1.0,0.009944158222253507,2.273311213597168,0.9915791594993559,0.4497354497354497,0.5601130219132414,0.6260752688172043,"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN STAR CHRISTMAS SCANDINAVIAN",WOODEN TREE CHRISTMAS SCANDINAVIAN,"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN"
frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),0.016280187432416195,0.02066562537546558,0.012675717890183827,0.7785977859778598,37.67598472496353,1.0,0.012339277635663152,4.423326925387481,0.9895682500633118,0.5222772277227723,0.7739258217020889,0.6959849395005577,SMALL MARSHMALLOWS PINK BOWL,SMALL DOLLY MIX DESIGN ORANGE BOWL,SMALL MARSHMALLOWS PINK BOWL → SMALL DOLLY MIX DESIGN ORANGE BOWL
frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),0.02066562537546558,0.016280187432416195,0.012675717890183827,0.6133720930232557,37.67598472496353,1.0,0.012339277635663152,2.544358011452998,0.9939995150770905,0.5222772277227723,0.606973548730694,0.6959849395005577,SMALL DOLLY MIX DESIGN ORANGE BOWL,SMALL MARSHMALLOWS PINK BOWL,SMALL DOLLY MIX DESIGN ORANGE BOWL → SMALL MARSHMALLOWS PINK BOWL
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.016520485401898353,0.018442869157755618,0.0114141535504025,0.690909090909091,37.46212614746817,1.0,0.011109468399712677,3.175626011548439,0.9896559706027025,0.4846938775510204,0.6851014583066729,0.6549007995262067,FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION BUTTERFLY → FELTCRAFT CUSHION RABBIT
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.018442869157755618,0.016520485401898353,0.0114141535504025,0.6188925081433224,37.46212614746817,1.0,0.011109468399712677,2.580582999842882,0.9915942159701844,0.4846938775510204,0.6124906658453207,0.6549007995262067,FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION RABBIT → FELTCRAFT CUSHION BUTTERFLY
frozenset({'KITCHEN METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.013036164844407064,0.022287636669470142,0.01021266370299171,0.783410138248848,35.14998695765586,1.0,0.009922118397376245,4.514118783887767,0.9843830672447932,0.4066985645933015,0.7784728209702195,0.6208155812538041,KITCHEN METAL SIGN,BATHROOM METAL SIGN,KITCHEN METAL SIGN → BATHROOM METAL SIGN
frozenset({'BATHROOM METAL SIGN'}),frozenset({'KITCHEN METAL SIGN'}),0.022287636669470142,0.013036164844407064,0.01021266370299171,0.45822102425876016,35.14998695765586,1.0,0.009922118397376245,1.8217093673767413,0.9936976597090448,0.4066985645933015,0.45106501733588905,0.6208155812538041,BATHROOM METAL SIGN,KITCHEN METAL SIGN,BATHROOM METAL SIGN → KITCHEN METAL SIGN
frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),0.016880932356121592,0.018803316111978854,0.011053706596179262,0.6548042704626335,34.82387184064216,1.0,0.010736289088822177,2.84243575435602,0.9879617821703266,0.44878048780487795,0.6481890581106347,0.6213318476913806,RED STRIPE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB → BLUE STRIPE CERAMIC DRAWER KNOB
frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.018803316111978854,0.016880932356121592,0.011053706596179262,0.5878594249201278,34.823871840642155,1.0,0.010736289088822177,2.3853974276940613,0.9898974202667846,0.44878048780487795,0.5807826451097127,0.6213318476913806,BLUE STRIPE CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.014898474107893788,0.024089871440586327,0.01249549441307221,0.8387096774193549,34.81586356688923,1.0,0.012136592087152145,6.050642797068367,0.985966862750617,0.47165532879818595,0.8347283034978505,0.6787064596573084,WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.024089871440586327,0.014898474107893788,0.01249549441307221,0.5187032418952618,34.81586356688923,1.0,0.012136592087152145,2.0467653465426663,0.9952529772474371,0.47165532879818595,0.5114242081100456,0.6787064596573084,WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.017601826264568063,0.022287636669470142,0.013276462813889223,0.7542662116040957,33.842359456500745,1.0,0.012884159705385393,3.978746145220075,0.9878390033461419,0.4988713318284424,0.748664538148189,0.6749767715702419,TOILET METAL SIGN,BATHROOM METAL SIGN,TOILET METAL SIGN → BATHROOM METAL SIGN
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.022287636669470142,0.017601826264568063,0.013276462813889223,0.5956873315363882,33.842359456500745,1.0,0.012884159705385393,2.4297981497056353,0.9925733469566487,0.4988713318284424,0.5884431798908285,0.6749767715702419,BATHROOM METAL SIGN,TOILET METAL SIGN,BATHROOM METAL SIGN → TOILET METAL SIGN
"frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN', 'WOODEN STAR CHRISTMAS SCANDINAVIAN'})",frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.01249549441307221,0.02613240418118467,0.01021266370299171,0.8173076923076924,31.27564102564103,1.0,0.009886126392545573,5.330643682376676,0.9802752589051195,0.3594080338266385,0.8124053942479704,0.604056145004421,"WOODEN STAR CHRISTMAS SCANDINAVIAN, WOODEN TREE CHRISTMAS SCANDINAVIAN",WOODEN HEART CHRISTMAS SCANDINAVIAN,"WOODEN STAR CHRISTMAS SCANDINAVIAN, WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN"
frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),0.014958548600264328,0.022227562177099605,0.01033281268773279,0.6907630522088354,31.07686964072506,1.0,0.010000320618641248,3.16188749373899,0.9825187817964433,0.3847874720357942,0.6837332125256987,0.5778139585368501,SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN HEART DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION → SET OF 3 WOODEN HEART DECORATIONS
frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),0.022227562177099605,0.014958548600264328,0.01033281268773279,0.46486486486486484,31.07686964072506,1.0,0.010000320618641248,1.84073402534294,0.9898230809238313,0.3847874720357942,0.45673846072699514,0.5778139585368501,SET OF 3 WOODEN HEART DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN HEART DECORATIONS → SET OF 3 WOODEN STOCKING DECORATION
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.014598101646041091,0.023248828547398775,0.010092514718250631,0.6913580246913581,29.737327335949217,1.0,0.009753125955964321,3.164673795506429,0.9806884193657953,0.3636363636363637,0.684011666093385,0.5627332759115705,SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.023248828547398775,0.014598101646041091,0.010092514718250631,0.43410852713178294,29.737327335949214,1.0,0.009753125955964321,1.7413266422967217,0.9893740170279316,0.3636363636363637,0.42572520530608177,0.5627332759115705,SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES → SET OF 6 SNACK LOAF BAKING CASES
frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),0.02006488045176018,0.021987264207617447,0.012855941367295447,0.6407185628742516,29.14044043061418,1.0,0.012414769539508336,2.7221354479554654,0.985456495533361,0.4403292181069959,0.6326413512042255,0.612709008213082,FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL → FELTCRAFT PRINCESS CHARLOTTE DOLL
frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),0.021987264207617447,0.02006488045176018,0.012855941367295447,0.5846994535519126,29.14044043061418,1.0,0.012414769539508336,2.3595806168069458,0.9873935107579968,0.4403292181069959,0.5761958744375391,0.612709008213082,FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL → FELTCRAFT PRINCESS LOLA DOLL
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.023248828547398775,0.018022347711161842,0.012135047458848972,0.5219638242894057,28.96203273040482,1.0,0.011716048986890566,2.0541910888420563,0.9884523971186711,0.4164948453608247,0.5131903719026947,0.5976485788113695,SET OF 12 FAIRY CAKE BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES → SET OF 12 MINI LOAF BAKING CASES
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.018022347711161842,0.023248828547398775,0.012135047458848972,0.6733333333333332,28.962032730404818,1.0,0.011716048986890566,2.9900546064875537,0.9831914550809051,0.4164948453608247,0.6655579473932385,0.5976485788113695,SET OF 12 MINI LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,SET OF 12 MINI LOAF BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.02613240418118467,0.024089871440586327,0.018022347711161842,0.6896551724137931,28.6284289276808,1.0,0.017392821454003664,3.144599303135889,0.9909660107334526,0.5597014925373136,0.681994459833795,0.7188924241121335,WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.024089871440586327,0.02613240418118467,0.018022347711161842,0.7481296758104738,28.628428927680797,1.0,0.017392821454003664,3.8665436230034156,0.9888919667590028,0.5597014925373136,0.7413710803492164,0.7188924241121335,WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.01585966598582242,0.023248828547398775,0.010452961672473868,0.6590909090909092,28.349424477331457,1.0,0.010084243017150472,2.8651367695942977,0.9802727131123732,0.3647798742138365,0.6509765220940571,0.5543516560958421,SET OF 6 TEA TIME BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 TEA TIME BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.023248828547398775,0.01585966598582242,0.010452961672473868,0.4496124031007752,28.349424477331457,1.0,0.010084243017150472,1.7880859589835059,0.9876885162806383,0.3647798742138365,0.4407427702365709,0.5543516560958421,SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 TEA TIME BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES → SET OF 6 TEA TIME BAKING CASES
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.014898474107893788,0.02613240418118467,0.010993632103808723,0.7379032258064517,28.237096774193553,1.0,0.010604299156738328,3.7156794425087125,0.9791737896864672,0.36600000000000005,0.7308702175543887,0.5792964404894327,WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.02613240418118467,0.014898474107893788,0.010993632103808723,0.4206896551724138,28.23709677419355,1.0,0.010604299156738328,1.7004728720756594,0.9904689287075866,0.36600000000000005,0.4119282839370655,0.5792964404894327,WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN
frozenset({'CHRISTMAS CRAFT WHITE FAIRY '}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.01814249669590292,0.023128679562657694,0.011354079058031959,0.6258278145695364,27.05851896447923,1.0,0.010934467065485844,2.6107534404608614,0.9808379108428056,0.3795180722891566,0.6169688088877991,0.5583684527393137,CHRISTMAS CRAFT WHITE FAIRY ,CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT WHITE FAIRY  → CHRISTMAS CRAFT LITTLE FRIENDS
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT WHITE FAIRY '}),0.023128679562657694,0.01814249669590292,0.011354079058031959,0.4909090909090909,27.05851896447923,1.0,0.010934467065485844,1.9286486672044765,0.9858443401275945,0.3795180722891566,0.4815022471410137,0.5583684527393137,CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT WHITE FAIRY ,CHRISTMAS CRAFT LITTLE FRIENDS → CHRISTMAS CRAFT WHITE FAIRY 
"frozenset({'JUMBO BAG APPLES', 'JUMBO BAG VINTAGE LEAF'})",frozenset({'JUMBO BAG PEARS'}),0.015559293523969722,0.025471584765108735,0.010392887180103328,0.667953667953668,26.223482916879142,1.0,0.009996567316222326,2.934916971463219,0.9770687394596944,0.3392156862745098,0.659274858633754,0.5379862679390981,"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF",JUMBO BAG PEARS,"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF → JUMBO BAG PEARS"
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.018442869157755618,0.02372942448636309,0.011474228042773038,0.6221498371335504,26.218496680822987,1.0,0.011036589371782202,2.5837505748507454,0.9799317407455711,0.37377690802348335,0.6129657368115858,0.5528470704655094,FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT → FELTCRAFT CUSHION OWL
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.02372942448636309,0.018442869157755618,0.011474228042773038,0.4835443037974683,26.218496680822987,1.0,0.011036589371782202,1.90056405236611,0.9852381214720254,0.37377690802348335,0.47384041134785837,0.5528470704655094,FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL → FELTCRAFT CUSHION RABBIT
frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.01934398654331371,0.023128679562657694,0.011053706596179262,0.5714285714285714,24.70649350649351,1.0,0.010606305729954597,2.2793664143537984,0.978451972555746,0.35181644359464626,0.561281593997909,0.5246753246753246,CHRISTMAS CRAFT TREE TOP ANGEL,CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT TREE TOP ANGEL → CHRISTMAS CRAFT LITTLE FRIENDS
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),0.023128679562657694,0.01934398654331371,0.011053706596179262,0.47792207792207797,24.70649350649351,1.0,0.010606305729954597,1.878370971048877,0.982242789496341,0.35181644359464626,0.4676237998707982,0.5246753246753246,CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT TREE TOP ANGEL,CHRISTMAS CRAFT LITTLE FRIENDS → CHRISTMAS CRAFT TREE TOP ANGEL
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.023008530577916617,0.036765589330770156,0.020485401898353958,0.8903394255874673,24.216650454785913,1.0,0.019639479712021807,8.783780459197969,0.9812840005460104,0.5214067278287461,0.8861538030640501,0.7237644840355637,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER ",GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER  → GREEN REGENCY TEACUP AND SAUCER"
